Id;Nome;Descrizione;Icona;Colore;ProprietarioId;CasaId;IsPrivato;Ordine;CreatedAt;ModifiedAt;CreatedBy;ModifiedBy;IsDeleted
225B5F8A-C2D7-44EC-BC76-8E1CAA8951B0;Principale;NULL;bi-bookmark;#FF6B6B;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;758248DE-B518-4E6E-8136-39BF6BC795E1;1;1;2025-10-20 15:30:17.9934187;2025-10-21 15:28:01.6203741;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;NULL;0
368E353A-1475-4D52-9C99-CE399B984AD5;Ricette;NULL;bi-heart;#4ECDC4;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;758248DE-B518-4E6E-8136-39BF6BC795E1;1;2;2025-10-21 15:29:59.8717441;2025-10-21 15:29:59.8717448;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;NULL;0
